Property_ID,Market,State,City,Finished_SqFt,Acquisition_Price,Pending_Date,Resale_Price_Estimate,Pending_Price,Sale_Price,Closing_Date,Profit_Loss,Sale_vs_Resale_Ratio,Volume,Listing_Date,DOM,Sold?
X1-ORz099hjmf2vlm_iasm1,Miami,Florida,Port Saint Lucie,2400,451800,12/10/2021,436900,436900,436900,1/10/2022,-14900,0.571051611,1,9/8/2021,93,1
X1-ORz2cuphw1dg1m_bpei8,Phoenix,Arizona,Peoria,2375,491753,12/10/2021,492000,491900,492000,1/10/2022,247,0.596815659,1,9/8/2021,93,1
X1-ORz0epk8ovdjlm_hfw3n,LA - Orange County,California,Anaheim,1488,603500,12/10/2021,555000,626900,555000,1/10/2022,-48500,0.772089317,1,9/8/2021,93,1
X1-ORz2elinb495dm_d9l94,Phoenix,Arizona,Phoenix,1275,295852,12/10/2021,300000,287900,300000,1/10/2022,4148,2.24866878,1,9/8/2021,93,1
X1-ORz2evng4tyd16_d9l94,Orlando,Florida,Lake Mary,1778,465100,12/10/2021,468600,468600,468600,1/10/2022,3500,1.703482617,1,9/8/2021,93,1
X1-ORz2fjq2hixym2_axb4s,Phoenix,Arizona,Chandler,2189,595500,12/10/2021,598500,612200,598500,1/10/2022,3000,1.22229791,1,9/8/2021,93,1
X1-ORz0c7cbxclyt6_cah1b,Portland,Oregon,Hillsboro,1524,494936,12/10/2021,465000,465200,465000,1/10/2022,-29936,0.538622088,1,9/8/2021,93,1
X1-ORz0diyxs8aid6_a9fgr,Charlotte,North Carolina,Harrisburg,3444,520772,12/10/2021,525000,523900,525000,1/10/2022,4228,0.466098569,1,9/8/2021,93,1
X1-ORz2ggb6b1se4a_h0fug,Denver,Colorado,Broomfield,1300,489800,12/10/2021,514900,517900,514900,1/10/2022,25100,1.329357816,1,9/8/2021,93,1
X1-ORz0bkqnkifddm_c7nwd,Miami,Florida,West Palm Beach,1568,358000,12/10/2021,355000,348900,355000,1/10/2022,-3000,1.157580816,1,9/8/2021,93,1
X1-ORz29etkf1sha2_d15ua,Minneapolis,Minnesota,Maple Grove,1915,352000,12/10/2021,361500,361500,361500,1/10/2022,9500,2.262125019,1,9/8/2021,93,1
X1-ORz2crekayydmi_gxmpi,Denver,Colorado,Littleton,1134,389557,12/10/2021,426000,385300,426000,1/10/2022,36443,1.045797494,1,9/8/2021,93,1
X1-ORz097u4swzed6_anh5h,Minneapolis,Minnesota,Savage,2862,461600,12/10/2021,458900,464900,458900,1/10/2022,-2700,1.300763317,1,9/8/2021,93,1
X1-ORz2c5u1p34zga_di0ny,Phoenix,Arizona,Phoenix,976,338853,12/10/2021,320000,322100,320000,1/11/2022,-18853,1.525501103,1,9/8/2021,93,1
X1-ORz0ao3kpviyre_9pri5,Denver,Colorado,Colorado Springs,1482,468486,12/10/2021,444900,444900,444900,1/11/2022,-23586,0.807375169,1,9/8/2021,93,1
X1-ORz0cefqhdhnqy_a9fgr,Phoenix,Arizona,Peoria,2092,546178,12/10/2021,500000,499900,500000,1/11/2022,-46178,0.494223433,1,9/8/2021,93,1
X1-ORz095c123t6yi_ev6kh,Sacramento,California,Fair Oaks,2157,621600,12/10/2021,648000,648000,648000,1/11/2022,26400,0.559634318,1,9/8/2021,93,1
X1-ORz0bxpu3yj2wq_j8i9d,Las Vegas,Nevada,Las Vegas,1383,391612,12/10/2021,405000,389000,405000,1/11/2022,13388,0.604618947,1,9/8/2021,93,1
X1-ORz2fmppm85q4a_hmwy0,Portland,Oregon,Forest Grove,1784,497800,12/10/2021,488700,482900,488700,1/12/2022,-9100,0.673505609,1,9/8/2021,93,1
X1-ORz2f917ii0nzu_gme5q,Atlanta,Georgia,Milton,1616,347700,12/10/2021,349900,357900,349900,1/12/2022,2200,0.806062971,1,9/8/2021,93,1
X1-ORz2c8au35lvga_gs0fm,Las Vegas,Nevada,Spring Valley,1592,434663,12/10/2021,430000,427000,430000,1/13/2022,-4663,0.733034492,1,9/8/2021,93,1
X1-ORz0arndxy6x6i_im15t,Charlotte,North Carolina,Charlotte,942,156234,12/10/2021,156900,156900,156900,1/13/2022,666,2.389744948,1,9/8/2021,93,1
X1-ORz0bpbilh8f3u_epkal,San Diego,California,San Diego,2072,1163511,12/10/2021,1180000,1155900,1180000,1/13/2022,16489,0.332778207,1,9/8/2021,93,1
X1-ORz0edkgre1a4a_f6f49,Cincinnati,Ohio,New Richmond,1320,215700,12/10/2021,175900,174900,175900,1/13/2022,-39800,1.603252302,1,9/8/2021,93,1
X1-ORz0b3fthaftyy_g44rl,Raleigh,North Carolina,Holly Springs,2504,497051,12/10/2021,465000,499700,465000,1/13/2022,-32051,0.52516716,1,9/8/2021,93,1
X1-ORz27f6f6nef7e_ets00,San Diego,California,San Diego,1296,836900,12/10/2021,805000,815000,805000,1/13/2022,-31900,0.329937588,1,9/8/2021,93,1
X1-ORz0bu0vez9yt6_e0a23,Minneapolis,Minnesota,Cologne,1784,396592,12/10/2021,390000,387900,390000,1/14/2022,-6592,0.789492458,1,9/8/2021,93,1
X1-ORz0c41m8en4ai_gw851,Austin,Texas,Hutto,1791,455145,12/10/2021,411900,409900,411900,1/14/2022,-43245,0.92140562,1,9/8/2021,93,1
X1-ORz2am88w98xa2_gs0fm,San Diego,California,El Cajon,1162,441000,12/10/2021,435000,441000,435000,1/14/2022,-6000,0.682570468,1,9/8/2021,93,1
X1-ORz2ejru5p69oa_ihtge,Miami,Florida,Pompano Beach,1720,376432,12/10/2021,379000,361900,379000,1/14/2022,2568,1.457177688,1,9/8/2021,93,1
X1-ORz2e568bb02gq_dw2co,Portland,Oregon,Beaverton,1098,476035,12/10/2021,455500,458900,455500,1/14/2022,-20535,0.574080246,1,9/8/2021,93,1
X1-ORz0b5p1l3d5dm_i7zh3,Tucson,Arizona,Tucson,1776,377864,12/10/2021,329900,329900,329900,1/14/2022,-47964,0.964944774,1,9/8/2021,93,1
X1-ORz23z2hn5dg1m_aggb4,Denver,Colorado,Littleton,1612,486400,12/10/2021,530000,503100,530000,1/14/2022,43600,0,1,9/8/2021,93,1
X1-ORz0dy1ja7dpx6_djf8f,Minneapolis,Minnesota,Saint Paul,2221,439400,12/10/2021,433600,435900,433600,1/14/2022,-5800,0.860462659,1,9/8/2021,93,1
X1-ORz0b810cfx7ju_idlqz,Charlotte,North Carolina,Charlotte,1538,269231,12/10/2021,285200,279900,285200,1/14/2022,15969,1.145603972,1,9/8/2021,93,1
X1-ORz0f37ffutabe_hd2yp,Portland,Oregon,Dayton,1024,353300,12/10/2021,362000,361900,362000,1/14/2022,8700,2.58157974,1,9/8/2021,93,1
X1-ORz0i3dmrtrvy2_bwfcl,Minneapolis,Minnesota,Maple Grove,1346,274100,12/10/2021,247500,278900,247500,1/14/2022,-26600,1.600946689,1,9/8/2021,93,1
X1-ORz2bt3iwity0q_gp7ao,Minneapolis,Minnesota,Edina,1975,482300,12/10/2021,448600,462900,448600,1/18/2022,-33700,2.042068273,1,9/8/2021,93,1
X1-ORz0aotg0gov3u_b9y91,LA - LA County,California,Arcadia,1976,1301600,12/10/2021,1320000,1310000,1320000,1/18/2022,18400,0.870467117,1,9/8/2021,93,1
X1-ORz2diveml4c56_bpei8,San Diego,California,El Cajon,2146,834058,12/10/2021,855000,807900,855000,1/18/2022,20942,0.489789338,1,9/8/2021,93,1
X1-ORz2crx37f0xa2_a57rc,Houston,Texas,Houston,2550,517700,12/10/2021,439900,449900,439900,1/18/2022,-77800,0.70113825,1,9/8/2021,93,1
X1-ORz09djc0motx6_eebqt,Phoenix,Arizona,Phoenix,2041,628100,12/10/2021,640000,646900,640000,1/18/2022,11900,0.343934807,1,9/8/2021,93,1
X1-ORz0bn2ahob3p6_clpl3,Riverside,California,San Jacinto,2103,496399,12/10/2021,485000,474900,485000,1/18/2022,-11399,0.6009877,1,9/8/2021,93,1
X1-ORz096898a1gfu_bwfcl,LA - Orange County,California,Orange,2062,969900,12/10/2021,1000000,974900,1000000,1/18/2022,30100,0.458723061,1,9/8/2021,93,1
X1-ORz0ajpeeogm0q_cg3b7,San Diego,California,San Diego,1168,635170,12/10/2021,700000,653900,700000,1/18/2022,64830,0.335450317,1,9/8/2021,93,1
X1-ORz2g0c8ou8t4q_h8v9a,Denver,Colorado,Commerce City,2227,548400,12/10/2021,570000,561900,570000,1/18/2022,21600,0.764702798,1,9/8/2021,93,1
X1-ORz2b92sw3oepm_d15ua,Las Vegas,Nevada,Las Vegas,1672,418265,12/10/2021,385000,417200,385000,1/19/2022,-33265,0.567268629,1,9/8/2021,93,1
X1-ORz2cxgdbskfi2_c69bw,Charlotte,North Carolina,Clover,1565,286890,12/10/2021,290000,293900,290000,1/19/2022,3110,0.926513154,1,9/8/2021,93,1
X1-ORz2dsrvjlp7ju_frhnc,Sacramento,California,Folsom,2009,711797,12/10/2021,690000,693200,690000,1/19/2022,-21797,0.360615148,1,9/8/2021,93,1
X1-ORz0ct5ia4812y_coiq1,Portland,Oregon,Cornelius,2228,548813,12/10/2021,527100,527100,527100,1/19/2022,-21713,0.699117279,1,9/8/2021,93,1
X1-ORz2e4n5ojsz22_aau18,Tampa,Florida,Sarasota,1439,354924,12/10/2021,375000,360000,375000,1/19/2022,20076,1.500301424,1,9/8/2021,93,1
X1-ORz2fj7boyf722_hk3t2,Portland,Oregon,Newberg,1787,469100,12/10/2021,449900,449900,449900,1/20/2022,-19200,0.822416557,1,9/8/2021,93,1
X1-ORz0bip7n3hugq_ejy0p,LA - LA County,California,Winnetka,1882,811616,12/10/2021,830000,799900,830000,1/20/2022,18384,0.531089149,1,9/8/2021,93,1
X1-ORz0b26btmyagq_ij80v,Minneapolis,Minnesota,Farmington,2066,436900,12/10/2021,431900,431900,431900,1/20/2022,-5000,0.769125753,1,9/8/2021,93,1
X1-ORz2buoqssf88q_hhao4,Riverside,California,Desert Hot Springs,1823,370475,12/10/2021,362000,361900,362000,1/20/2022,-8475,0.517796563,1,9/8/2021,93,1
X1-ORz0cdl1k2exkq_c4urf,Atlanta,Georgia,Atlanta,1216,349136,12/10/2021,348000,348900,348000,1/20/2022,-1136,1.183418632,1,9/8/2021,93,1
X1-ORz2e7pjgsnhbu_iyoa2,Riverside,California,Murrieta,3187,691151,12/10/2021,681000,669100,681000,1/20/2022,-10151,1.042100217,1,9/8/2021,93,1
X1-ORz0a4mswpdegq_j5p4f,LA - LA County,California,Montebello,1174,458700,12/10/2021,470000,473100,470000,1/21/2022,11300,0.943242899,1,9/8/2021,93,1
X1-ORz2hisa04b24a_e7awg,Atlanta,Georgia,Douglasville,2619,419100,12/10/2021,435000,422900,435000,1/21/2022,15900,1.563790734,1,9/8/2021,93,1
X1-ORz0g0b25tq9h6_i2d77,Minneapolis,Minnesota,Saint Paul,1816,381100,12/10/2021,325900,334900,325900,1/21/2022,-55200,0.857773727,1,9/8/2021,93,1
X1-ORz0arqgfohzsq_gfdbd,Portland,Oregon,Beaverton,1400,412919,12/10/2021,414000,392100,414000,1/24/2022,1081,1.284060678,1,9/8/2021,93,1
X1-ORz2byn4v31s3e_iyoa2,Raleigh,North Carolina,Holly Springs,2791,559735,12/10/2021,535000,539900,535000,1/25/2022,-24735,0.924471511,1,9/8/2021,93,1
X1-ORz2dablt0k6t6_cbvls,Minneapolis,Minnesota,Maple Grove,2043,399500,12/10/2021,391100,393900,391100,1/26/2022,-8400,0.680013501,1,9/8/2021,93,1
X1-ORz0cadecur5oa_ejy0p,Minneapolis,Minnesota,Cottage Grove,2600,434800,12/10/2021,411200,416900,411200,1/26/2022,-23600,0.627707499,1,9/8/2021,93,1
X1-ORz2e0ba8ngxa2_j73ow,Minneapolis,Minnesota,Bloomington,1104,330223,12/10/2021,315900,315900,315900,1/26/2022,-14323,0.824075316,1,9/8/2021,93,1
X1-ORz2awl9olud8a_cn45k,Phoenix,Arizona,Phoenix,3008,495047,12/10/2021,470000,494900,470000,1/28/2022,-25047,0.796214112,1,9/8/2021,93,1
X1-ORz2brqyr51bwa_c3g6y,Raleigh,North Carolina,Raleigh,1553,415362,12/10/2021,420000,429900,420000,1/31/2022,4638,0.655141674,1,9/8/2021,93,1
X1-ORz2cgmiw5hwfu_adn66,Miami,Florida,Jupiter,1092,267500,12/11/2021,269900,269900,269900,12/27/2021,2400,1.316013218,1,9/8/2021,94,1
X1-ORz2dq9rssj056_bjs8c,Miami,Florida,Boynton Beach,2004,475100,12/11/2021,465000,452100,465000,1/3/2022,-10100,1.039321257,1,9/8/2021,94,1
X1-ORz0bub2eq867u_gqlv5,Denver,Colorado,Parker,2412,686067,12/11/2021,695000,691100,695000,1/5/2022,8933,0.6651249,1,9/8/2021,94,1
X1-ORz2bseyyodd2y_j73ow,Atlanta,Georgia,Newnan,2976,369407,12/11/2021,361900,361900,361900,1/7/2022,-7507,1.141876821,1,9/8/2021,94,1
X1-ORz2f0vzj5f43e_hmwy0,Denver,Colorado,Denver,1729,449300,12/11/2021,465500,456900,465500,1/7/2022,16200,1.230930213,1,9/8/2021,94,1
X1-ORz28crlaicygq_gme5q,Charlotte,North Carolina,Charlotte,880,186700,12/11/2021,192000,229900,192000,1/7/2022,5300,2.649616261,1,9/8/2021,94,1
X1-ORz0hv3l5r9i7u_ebilv,Atlanta,Georgia,Cumming,1889,395500,12/11/2021,445000,433300,445000,1/7/2022,49500,0.591608591,1,9/8/2021,94,1
X1-ORz2bvarz7pabe_d6s46,Dallas,Texas,Dallas,1208,244362,12/11/2021,230000,229900,230000,1/10/2022,-14362,0.911766794,1,9/8/2021,94,1
X1-ORz2brhffrfs6y_famto,Atlanta,Georgia,Cumming,900,305984,12/11/2021,279900,279900,279900,1/10/2022,-26084,1.188494819,1,9/8/2021,94,1
X1-ORz2fe1mw8tapm_f7toq,Atlanta,Georgia,Norcross,1200,167800,12/11/2021,180000,170900,180000,1/10/2022,12200,3.835506164,1,9/8/2021,94,1
X1-ORz2ar36yws2gq_bgz3e,Charlotte,North Carolina,Charlotte,1610,314800,12/11/2021,365000,334200,365000,1/12/2022,50200,1.448039315,1,9/8/2021,94,1
X1-ORz0bgg3hcsn0a_cda69,Phoenix,Arizona,Litchfield Park,2166,460940,12/11/2021,435000,434900,435000,1/12/2022,-25940,0.680501947,1,9/8/2021,94,1
X1-ORz0fhiy8k9e2i_9y6wz,Denver,Colorado,Parker,3066,713900,12/11/2021,689900,704300,689900,1/14/2022,-24000,0.462639389,1,9/8/2021,94,1
X1-ORz2dm5shceut6_g2q74,Tucson,Arizona,Saddlebrooke,2305,457461,12/11/2021,399900,409900,399900,1/14/2022,-57561,0.39820397,1,9/8/2021,94,1
X1-ORz0fdah4kwqre_im15t,Atlanta,Georgia,Roswell,1716,362800,12/11/2021,400900,400900,400900,1/14/2022,38100,1.012610876,1,9/8/2021,94,1
X1-ORz2d5ievcmsu2_ivv54,Phoenix,Arizona,Chandler,1643,495989,12/11/2021,439900,449900,439900,1/14/2022,-56089,0.992310646,1,9/8/2021,94,1
X1-ORz0biuoy6rbzu_anh5h,Miami,Florida,Lake Worth,883,155900,12/11/2021,156000,151200,156000,1/14/2022,100,2.244674265,1,9/8/2021,94,1
X1-ORz2742zdeij5m_a57rc,Dallas,Texas,Flower Mound,2599,497400,12/11/2021,489900,499900,489900,1/14/2022,-7500,0.588352342,1,9/8/2021,94,1
X1-ORz2cx5epm1gfu_ecx6c,Phoenix,Arizona,Surprise,1458,455482,12/11/2021,410000,409900,410000,1/18/2022,-45482,0.662592141,1,9/8/2021,94,1
X1-ORz0cpslnxqzju_iugkn,Phoenix,Arizona,Mesa,1246,440434,12/12/2021,430900,430900,430900,12/17/2021,-9534,0.895556088,1,9/8/2021,95,1
X1-ORz2fp1sbmxw8q_hk3t2,Denver,Colorado,Highlands Ranch,2048,652700,12/12/2021,735000,675900,735000,12/27/2021,82300,0.822360535,1,9/8/2021,95,1
X1-ORz29n9b8c0kfu_jic8o,Atlanta,Georgia,Ellenwood,3109,292000,12/12/2021,329900,329900,329900,12/27/2021,37900,1.987710371,1,9/8/2021,95,1
X1-ORz0amoxlbg9kq_fsw7t,Atlanta,Georgia,Lilburn,2151,375236,12/12/2021,350000,359900,350000,12/29/2021,-25236,0.888744194,1,9/8/2021,95,1
X1-ORz2gey6df3c6y_c3g6y,Tucson,Arizona,Tucson,915,182900,12/12/2021,224200,224200,224200,12/30/2021,41300,2.188895616,1,9/8/2021,95,1
X1-ORz0aigw9l022i_e5wbz,Denver,Colorado,Monument,1256,350644,12/12/2021,337900,337900,337900,1/10/2022,-12744,0.736487698,1,9/8/2021,95,1
X1-ORz0dpf7p7n1q2_epkal,Atlanta,Georgia,Smyrna,2528,474548,12/12/2021,479000,480900,479000,1/10/2022,4452,0.383431706,1,9/8/2021,95,1
X1-ORz0azn0o5avlm_dm8dd,Denver,Colorado,Littleton,1419,498680,12/12/2021,501000,484200,501000,1/10/2022,2320,0.702041118,1,9/8/2021,95,1
X1-ORz0azg4293ypm_ij80v,Denver,Colorado,Colorado Springs,1500,326053,12/12/2021,342500,334900,342500,1/10/2022,16447,0.746445507,1,9/8/2021,95,1
X1-ORz2cbck713q0q_eze9w,Denver,Colorado,Highlands Ranch,1810,489802,12/12/2021,474000,469900,474000,1/10/2022,-15802,0.668080803,1,9/8/2021,95,1
X1-ORz0ark3k3fmnu_aypp9,Denver,Colorado,Englewood,1360,478143,12/12/2021,440000,449900,440000,1/12/2022,-38143,0.725950205,1,9/8/2021,95,1
X1-ORz0d7q8k0lcoq_iouar,Phoenix,Arizona,Phoenix,1348,439300,12/12/2021,410000,384900,410000,1/12/2022,-29300,0.490775925,1,9/8/2021,95,1
X1-ORz0ct18dpfr0a_fq32v,Phoenix,Arizona,Mesa,1989,634032,12/12/2021,564900,564900,564900,1/12/2022,-69132,0.888148355,1,9/8/2021,95,1
X1-ORz0d5ocucrdyy_bcrdz,Denver,Colorado,Loveland,2368,499699,12/12/2021,475000,479900,475000,1/14/2022,-24699,0.523821472,1,9/8/2021,95,1
X1-ORz2dnntxtgygq_elcl6,Phoenix,Arizona,Gilbert,2233,497728,12/12/2021,480000,476900,480000,1/18/2022,-17728,0.526284521,1,9/8/2021,95,1
X1-ORz0gn1vzki0l6_eh4vr,Atlanta,Georgia,Douglasville,1474,194000,12/13/2021,227000,224900,227000,12/21/2021,33000,2.37417954,1,9/8/2021,96,1
X1-ORz0a4mwurliey_j2vzh,Portland,Oregon,Aloha,1709,513200,12/13/2021,525000,487900,525000,12/27/2021,11800,0.521092794,1,9/8/2021,96,1
X1-ORz2drlkbqqum2_flvdg,Portland,Oregon,Portland,1685,625500,12/13/2021,590000,594900,590000,12/27/2021,-35500,0.554754187,1,9/8/2021,96,1
X1-ORz0dnzd5z352y_bnzxr,Las Vegas,Nevada,Las Vegas,1464,335334,12/13/2021,320000,340300,320000,12/29/2021,-15334,0.546843566,1,9/8/2021,96,1
X1-ORz2dbp9f0lwfu_hpq2y,Portland,Oregon,Gresham,1915,463441,12/13/2021,465000,449900,465000,12/29/2021,1559,1.072206159,1,9/8/2021,96,1
X1-ORz2eijc0lppq2_gs0fm,Orlando,Florida,Orlando,1088,174785,12/13/2021,186300,186300,186300,12/30/2021,11515,2.182966013,1,9/8/2021,96,1
X1-ORz0bdy7mo2ni2_gfdbd,LA - LA County,California,Rowland Heights,1332,810155,12/13/2021,782650,791900,782650,12/30/2021,-27505,0.326442859,1,9/8/2021,96,1
X1-ORz0b19vrc9t2y_bnzxr,Tampa,Florida,Bradenton,2142,485434,12/13/2021,490300,490300,490300,1/3/2022,4866,0.667495719,1,9/8/2021,96,1
X1-ORz0bsguxe5w1m_dxgx5,Nashville,Tennessee,Gallatin,1508,366422,12/13/2021,410000,394900,410000,1/4/2022,43578,1.357035067,1,9/8/2021,96,1
X1-ORz0alucm2lncq_hlidj,Orlando,Florida,Orlando,1966,375647,12/13/2021,377900,377900,377900,1/4/2022,2253,0.881206477,1,9/8/2021,96,1
X1-ORz07o652ul56i_ix9pl,Las Vegas,Nevada,North Las Vegas,2354,470300,12/13/2021,480000,474900,480000,1/6/2022,9700,0.672314571,1,9/8/2021,96,1
X1-ORz2ehk5arehkq_bpei8,Tampa,Florida,Tampa,748,186192,12/13/2021,187100,181000,187100,1/6/2022,908,2.741644345,1,9/8/2021,96,1
X1-ORz0g45m3ygz22_jbbeb,Atlanta,Georgia,Duluth,1678,303400,12/13/2021,330000,324900,330000,1/6/2022,26600,0.925446883,1,9/8/2021,96,1
X1-ORz0b1dpvi5ncq_ix9pl,Tampa,Florida,Clearwater,1259,291793,12/13/2021,295000,292900,295000,1/7/2022,3207,0.856302635,1,9/8/2021,96,1
X1-ORz0ffls7k458a_j8i9d,Denver,Colorado,Denver,2256,516900,12/13/2021,560100,560100,560100,1/7/2022,43200,0.753013406,1,9/8/2021,96,1
X1-ORz2dbuaxuyy62_bbcti,Minneapolis,Minnesota,Champlin,1793,324200,12/13/2021,309150,313900,309150,1/7/2022,-15050,1.699945409,1,9/8/2021,96,1
X1-ORz2dqedjdzm2i_ets00,Phoenix,Arizona,San Tan Valley,2231,523444,12/13/2021,468000,474900,468000,1/7/2022,-55444,0.793958586,1,9/8/2021,96,1
X1-ORz0beq5wfimwq_gi6gb,Raleigh,North Carolina,Durham,2350,618494,12/13/2021,590000,610100,590000,1/7/2022,-28494,0.621547543,1,9/8/2021,96,1
X1-ORz2apw44m8xve_arouw,Minneapolis,Minnesota,Saint Paul,2343,438700,12/13/2021,424900,435100,424900,1/7/2022,-13800,0.871986122,1,9/8/2021,96,1
X1-ORz0akt2x20c56_e5wbz,Tampa,Florida,Riverview,2281,367046,12/13/2021,375000,372000,375000,1/10/2022,7954,0.929909529,1,9/8/2021,96,1
X1-ORz0ahr0yzu5q2_clpl3,Phoenix,Arizona,Peoria,1296,348200,12/13/2021,365000,356900,365000,1/10/2022,16800,2.207085096,1,9/8/2021,96,1
X1-ORz0acdvu2wsqi_a9fgr,Miami,Florida,Hialeah,1422,350500,12/13/2021,360000,348200,360000,1/10/2022,9500,2.980070188,1,9/8/2021,96,1
X1-ORz09du2qorl2y_gqlv5,Denver,Colorado,Denver,1955,525800,12/13/2021,538900,548900,538900,1/10/2022,13100,0.646861345,1,9/8/2021,96,1
X1-ORz2czikvn2q2i_f27eu,Houston,Texas,Pearland,2335,342389,12/13/2021,337900,337900,337900,1/10/2022,-4489,1.441142646,1,9/8/2021,96,1
X1-ORz0aaxdmh08e2_hobih,Tampa,Florida,Pinellas Park,1500,291746,12/13/2021,301000,292900,301000,1/10/2022,9254,1.045201836,1,9/8/2021,96,1
X1-ORz2dlmpul7rei_chhvo,Houston,Texas,Channelview,2450,253160,12/13/2021,244700,242200,244700,1/10/2022,-8460,0.947233205,1,9/8/2021,96,1
X1-ORz0fmfng7eagq_e0a23,Denver,Colorado,Parker,1956,557100,12/13/2021,523000,559900,523000,1/10/2022,-34100,0.84038489,1,9/8/2021,96,1
X1-ORz0a17x9eudtm_gqlv5,Denver,Colorado,Littleton,2180,668700,12/13/2021,679900,682000,679900,1/11/2022,11200,0.404631024,1,9/8/2021,96,1
X1-ORz0dlxhgb96d6_ebilv,Tampa,Florida,Tampa,1758,433562,12/13/2021,433000,433000,433000,1/11/2022,-562,0.949847681,1,9/8/2021,96,1
X1-ORz2av9szuaum2_it206,Riverside,California,Hemet,1188,354693,12/13/2021,335000,334900,335000,1/11/2022,-19693,0.642824029,1,9/8/2021,96,1
X1-ORz09s7kki9ny2_hwqxb,Atlanta,Georgia,Marietta,2002,429700,12/13/2021,425000,424900,425000,1/11/2022,-4700,0.872734157,1,9/8/2021,96,1
X1-ORz2dmb1wb84fu_9tz7k,Tampa,Florida,Parrish,2629,555400,12/13/2021,575000,564900,575000,1/12/2022,19600,0.80183391,1,9/8/2021,96,1
X1-ORz2daa6i7mrga_bbcti,Phoenix,Arizona,Peoria,1301,362453,12/13/2021,355000,335900,355000,1/12/2022,-7453,0.552888435,1,9/8/2021,96,1
X1-ORz2cx4f720gvu_dnmxu,Sacramento,California,Elk Grove,2189,806886,12/13/2021,735000,744900,735000,1/12/2022,-71886,0.467144236,1,9/8/2021,96,1
X1-ORz2fq0z1h94e2_cn45k,Denver,Colorado,Peyton,2366,470600,12/13/2021,484500,484300,484500,1/12/2022,13900,1.671338585,1,9/8/2021,96,1
X1-ORz0cpuon412m2_hd2yp,Phoenix,Arizona,Avondale,2556,535055,12/13/2021,506100,511100,506100,1/12/2022,-28955,0.484509496,1,9/8/2021,96,1
X1-ORz2fjdwgnxs3e_c92gu,Miami,Florida,Tamarac,1501,290800,12/13/2021,320000,309200,320000,1/12/2022,29200,1.204398074,1,9/8/2021,96,1
X1-ORz0c188189lyy_j5p4f,Miami,Florida,Tamarac,1428,309400,12/13/2021,325000,304900,325000,1/12/2022,15600,1.281165337,1,9/8/2021,96,1
X1-ORz2b7cvb6eem2_ivv54,Denver,Colorado,Colorado Springs,1400,443111,12/13/2021,429000,433100,429000,1/12/2022,-14111,0.893296342,1,9/8/2021,96,1
X1-ORz2faz17vikje_gdyqw,Portland,Oregon,Happy Valley,3265,751100,12/13/2021,760000,729900,760000,1/12/2022,8900,0.756815633,1,9/8/2021,96,1
X1-ORz0c1bu99p8ca_gkzl9,Tampa,Florida,Tampa,2853,423942,12/13/2021,421000,416900,421000,1/12/2022,-2942,0.765149195,1,9/8/2021,96,1
X1-ORz2cti37k5zlm_arouw,Minneapolis,Minnesota,Coon Rapids,1084,354524,12/13/2021,335000,328900,335000,1/13/2022,-19524,1.209623893,1,9/8/2021,96,1
X1-ORz2em6ninl6ka_adn66,Denver,Colorado,Denver,1865,500869,12/13/2021,469000,469900,469000,1/13/2022,-31869,1.079933638,1,9/8/2021,96,1
X1-ORz29d9457rypm_csqfg,Tampa,Florida,Tampa,1318,314100,12/13/2021,325000,324900,325000,1/13/2022,10900,1.344028248,1,9/8/2021,96,1
X1-ORz09jcl8mqbne_f9897,Phoenix,Arizona,Phoenix,1782,474800,12/13/2021,487000,487000,487000,1/13/2022,12200,0.472066715,1,9/8/2021,96,1
X1-ORz0e03ezv7omy_avwkb,Raleigh,North Carolina,Raleigh,1182,460700,12/13/2021,423000,429900,423000,1/13/2022,-37700,0.820769219,1,9/8/2021,96,1
X1-ORz09jxb2bb2be_ahuvl,Minneapolis,Minnesota,Rogers,2363,382700,12/13/2021,385000,384000,385000,1/14/2022,2300,0.872538935,1,9/8/2021,96,1
X1-ORz0d928z39f22_eh4vr,Dallas,Texas,Fort Worth,2312,393541,12/13/2021,360000,363900,360000,1/14/2022,-33541,0.680774495,1,9/8/2021,96,1
X1-ORz0avate2ahyy_exzpf,Tampa,Florida,Tampa,1320,483168,12/13/2021,464000,469900,464000,1/14/2022,-19168,1.121316616,1,9/8/2021,96,1
X1-ORz2esvt2n6lx6_c92gu,San Diego,California,San Diego,1968,939300,12/13/2021,950000,944300,950000,1/14/2022,10700,0.738493585,1,9/8/2021,96,1
X1-ORz2bs2h3moupm_aau18,Minneapolis,Minnesota,Hugo,1610,282400,12/13/2021,249900,249900,249900,1/14/2022,-32500,4.010652876,1,9/8/2021,96,1
X1-ORz2djocewlb3u_cbvls,Raleigh,North Carolina,Apex,2010,430169,12/13/2021,438000,436900,438000,1/14/2022,7831,0.560821104,1,9/8/2021,96,1
X1-ORz2gwdu3czpfe_jfj3q,Nashville,Tennessee,Franklin,1942,478000,12/13/2021,497500,500900,497500,1/14/2022,19500,0.925359141,1,9/8/2021,96,1
X1-ORz0c0tj8y2wl6_jmjy3,Atlanta,Georgia,Acworth,2181,432655,12/13/2021,444000,444000,444000,1/14/2022,11345,0.650386946,1,9/8/2021,96,1
X1-ORz2aqpxhfisfu_c0n20,Jacksonville,Florida,Jacksonville,1661,295300,12/13/2021,314900,316900,314900,1/14/2022,19600,1.511493758,1,9/8/2021,96,1
