Property_ID,Market,State,City,Finished_SqFt,Acquisition_Price,Pending_Date,Resale_Price_Estimate,Pending_Price,Sale_Price,Closing_Date,Profit_Loss,Sale_vs_Resale_Ratio,Volume,Listing_Date,DOM,Sold?
X1-ORz270742j2i62_aggb4,Atlanta,Georgia,Cumming,2646,448500,9/9/2021,469900,469900,469900,9/21/2021,21400,0.652736068,1,9/8/2021,1,1
X1-ORz2a001x0rtru_ggrvu,Cincinnati,Ohio,Mason,1275,154000,9/9/2021,161000,161100,161000,9/23/2021,7000,2.309627366,1,9/8/2021,1,1
X1-ORz0f4whgaaet6_duns7,Miami,Florida,Palm Beach Gardens,1400,468900,9/9/2021,472000,475900,472000,9/24/2021,3100,0.653443898,1,9/8/2021,1,1
X1-ORz292itvdx8qi_hhao4,Dallas,Texas,Arlington,1860,304700,9/9/2021,284000,294900,284000,9/24/2021,-20700,1.223697786,1,9/8/2021,1,1
X1-ORz2atc38j120q_j4ajy,San Antonio,Texas,San Antonio,1459,253400,9/9/2021,262263,268900,262263,9/27/2021,8863,0.85933105,1,9/8/2021,1,1
X1-ORz0gtts73q6pm_anh5h,Denver,Colorado,Fort Collins,2216,627100,9/9/2021,580000,599900,580000,9/28/2021,-47100,0.723838456,1,9/8/2021,1,1
X1-ORz2cj7daiaum2_gjl0s,Jacksonville,Florida,Fernandina Beach,1980,374229,9/9/2021,380000,384200,380000,9/29/2021,5771,0.54496307,1,9/8/2021,1,1
X1-ORz0hcevkes1a2_drun9,Houston,Texas,Porter,2250,266400,9/9/2021,245000,259900,245000,9/29/2021,-21400,0.772190735,1,9/8/2021,1,1
X1-ORz29z6ocgef0a_fj28i,Atlanta,Georgia,Woodstock,2327,331000,9/9/2021,339600,342900,339600,9/30/2021,8600,0.599394474,1,9/8/2021,1,1
X1-ORz0gjba3nv98a_af1qn,Dallas,Texas,Little Elm,1998,356100,9/9/2021,390000,389900,390000,9/30/2021,33900,0.881044573,1,9/8/2021,1,1
X1-ORz0f17av6l2t6_irnfp,Raleigh,North Carolina,Raleigh,1198,259000,9/9/2021,310100,299900,310100,9/30/2021,51100,0.740311949,1,9/8/2021,1,1
X1-ORz27b71lsqvsq_cn45k,Atlanta,Georgia,Stone Mountain,1892,221300,9/9/2021,238000,233200,238000,9/30/2021,16700,1.044332783,1,9/8/2021,1,1
X1-ORz0fkrd27hxmi_gz19z,Miami,Florida,Lake Worth,1161,203100,9/9/2021,199000,199900,199000,9/30/2021,-4100,1.132859143,1,9/8/2021,1,1
X1-ORz0hqymbr4dbu_ahuvl,Dallas,Texas,Rowlett,2807,373100,9/9/2021,396063,399100,396063,9/30/2021,22963,0.728878643,1,9/8/2021,1,1
X1-ORz2bbmfvs05fe_ic76i,San Diego,California,San Diego,1750,915996,9/9/2021,925000,929900,925000,10/1/2021,9004,0.396945511,1,9/8/2021,1,1
X1-ORz0hvypvb8o6y_c4urf,Portland,Oregon,Forest Grove,2464,606200,9/9/2021,640000,639900,640000,10/1/2021,33800,0.513202048,1,9/8/2021,1,1
X1-ORz0fepg3bnrsq_cah1b,Raleigh,North Carolina,Durham,1986,385500,9/9/2021,370000,434600,370000,10/1/2021,-15500,0.626976944,1,9/8/2021,1,1
X1-ORz0hi9o19z2be_djf8f,Dallas,Texas,Celina,2341,391600,9/9/2021,370000,369900,370000,10/1/2021,-21600,1.041968239,1,9/8/2021,1,1
X1-ORz0f3d0p0avsq_ddsyj,San Diego,California,Oceanside,1000,479200,9/9/2021,470000,479200,470000,10/5/2021,-9200,0.768218909,1,9/8/2021,1,1
X1-ORz29wj3ajyq2i_hehj6,Dallas,Texas,Crowley,2186,293000,9/9/2021,300000,293000,300000,10/5/2021,7000,0.796886711,1,9/8/2021,1,1
X1-ORz28wgd66yj5m_bs7n6,Houston,Texas,Humble,2145,254800,9/9/2021,249900,249900,249900,10/6/2021,-4900,1.759909631,1,9/8/2021,1,1
X1-ORz27qs607wn0a_ckb0m,Cincinnati,Ohio,Liberty Township,2690,367400,9/9/2021,384000,384900,384000,10/6/2021,16600,1.09169087,1,9/8/2021,1,1
X1-ORz0gi79r3n796_ix9pl,Houston,Texas,Tomball,1919,230100,9/9/2021,237900,249900,237900,10/6/2021,7800,1.005907709,1,9/8/2021,1,1
X1-ORz2aaxsj1y0e2_h38ze,Nashville,Tennessee,Nashville,1122,226300,9/9/2021,235000,234900,235000,10/7/2021,8700,1.074066841,1,9/8/2021,1,1
X1-ORz28nxfx479fe_d15ua,Dallas,Texas,Frisco,2519,429200,9/9/2021,432000,429900,432000,10/7/2021,2800,1.033321311,1,9/8/2021,1,1
X1-ORz29q128l0fi2_am2l0,Dallas,Texas,Fort Worth,2796,403725,9/9/2021,390000,409900,390000,10/7/2021,-13725,0.990972075,1,9/8/2021,1,1
X1-ORz284ux3zbypm_dqg2s,Houston,Texas,Pearland,1792,261900,9/9/2021,248000,247900,248000,10/7/2021,-13900,1.273906808,1,9/8/2021,1,1
X1-ORz0gq1b859k6y_hwqxb,San Antonio,Texas,San Antonio,1878,385945,9/9/2021,342000,349900,342000,10/7/2021,-43945,1.007486464,1,9/8/2021,1,1
X1-ORz0gaapimubga_bqt2p,Dallas,Texas,Fort Worth,3254,305100,9/9/2021,314900,314900,314900,10/7/2021,9800,0.977084755,1,9/8/2021,1,1
X1-ORz0ew5o2rb8my_i7zh3,Houston,Texas,Houston,1849,264600,9/9/2021,267315,269900,267315,10/7/2021,2715,0.983854473,1,9/8/2021,1,1
X1-ORz2aktxlvujy2_axb4s,Miami,Florida,Boynton Beach,1974,347600,9/9/2021,368000,358000,368000,10/7/2021,20400,1.127063574,1,9/8/2021,1,1
X1-ORz2azmk08frzu_aj9g2,Las Vegas,Nevada,Las Vegas,2625,556793,9/9/2021,564000,556900,564000,10/8/2021,7207,0.695569399,1,9/8/2021,1,1
X1-ORz27lyz2jz916_j4ajy,Minneapolis,Minnesota,Saint Paul,1980,300700,9/9/2021,315000,312900,315000,10/8/2021,14300,1.741914836,1,9/8/2021,1,1
X1-ORz0fp53l5nuka_ejy0p,Miami,Florida,Stuart,1827,415200,9/9/2021,433600,436200,433600,10/8/2021,18400,0.991547746,1,9/8/2021,1,1
X1-ORz27ssqd51abe_ea41e,Portland,Oregon,Aloha,1159,443300,9/9/2021,410000,439900,410000,10/8/2021,-33300,1.189300742,1,9/8/2021,1,1
X1-ORz0g0blw4ut8a_hobih,Denver,Colorado,Aurora,1015,377165,9/9/2021,342750,349900,342750,10/8/2021,-34415,0.629784755,1,9/8/2021,1,1
X1-ORz0dbnj5oyt16_hzk29,Denver,Colorado,Fountain,1634,455348,9/9/2021,429300,437300,429300,10/8/2021,-26048,0.972143312,1,9/8/2021,1,1
X1-ORz0fbx1epb916_duns7,Orlando,Florida,Lake Mary,1310,312000,9/9/2021,295000,339900,295000,10/8/2021,-17000,0.988781911,1,9/8/2021,1,1
X1-ORz0gtl8ea5mka_gqlv5,Tampa,Florida,Dade City,2234,276300,9/9/2021,305300,305300,305300,10/8/2021,29000,1.0040695,1,9/8/2021,1,1
X1-ORz0dy5x4oe3y2_af1qn,Denver,Colorado,Littleton,1568,451314,9/9/2021,442000,456300,442000,10/8/2021,-9314,0.693893784,1,9/8/2021,1,1
X1-ORz0gtufvh2uey_a6mbt,Las Vegas,Nevada,Las Vegas,1848,382100,9/9/2021,410000,394900,410000,10/8/2021,27900,0.629605013,1,9/8/2021,1,1
X1-ORz0ejltzyqw6y_a9fgr,Phoenix,Arizona,Peoria,2092,519584,9/9/2021,465000,509900,465000,10/12/2021,-54584,0.707658112,1,9/8/2021,1,1
X1-ORz28fsbvttth6_e4hri,Denver,Colorado,Commerce City,2147,522100,9/9/2021,536000,534100,536000,10/12/2021,13900,0.465806356,1,9/8/2021,1,1
X1-ORz0dhcmfcg4my_btm7n,Denver,Colorado,Denver,914,282483,9/9/2021,264900,264900,264900,10/12/2021,-17583,1.459112872,1,9/8/2021,1,1
X1-ORz27pmeio2ttm_csqfg,Denver,Colorado,Parker,3050,676900,9/9/2021,619900,639900,619900,10/12/2021,-57000,1.379786267,1,9/8/2021,1,1
X1-ORz0cbm0g0ftkq_crbuz,Denver,Colorado,Colorado Springs,1850,416092,9/9/2021,395000,431900,395000,10/12/2021,-21092,0.712777243,1,9/8/2021,1,1
X1-ORz24tp42xdbay_gb5ly,Phoenix,Arizona,Phoenix,1498,208300,9/9/2021,224900,238900,224900,10/12/2021,16600,1.260284884,1,9/8/2021,1,1
X1-ORz291da9yjnga_hvccu,LA - Orange County,California,Trabuco Canyon,816,465700,9/9/2021,445000,444900,445000,10/12/2021,-20700,0.516757028,1,9/8/2021,1,1
X1-ORz0fa5oiz3tkq_j02uj,Portland,Oregon,Hillsboro,1278,464300,9/9/2021,460000,463100,460000,10/12/2021,-4300,0.896680348,1,9/8/2021,1,1
X1-ORz0fi3g64dwu2_fc1e5,Denver,Colorado,Highlands Ranch,2041,659400,9/9/2021,620000,644900,620000,10/12/2021,-39400,0.228548999,1,9/8/2021,1,1
X1-ORz0g4jfbqusu2_jgxo7,Austin,Texas,Cedar Park,2110,504200,9/9/2021,430000,414900,430000,10/12/2021,-74200,1.007985549,1,9/8/2021,1,1
X1-ORz27x8430kuii_hvccu,Houston,Texas,Webster,1525,219300,9/9/2021,219300,219300,219300,10/12/2021,0,0.805038093,1,9/8/2021,1,1
X1-ORz0c13eeics56_clpl3,Atlanta,Georgia,Buford,2456,422459,9/9/2021,422000,422900,422000,10/12/2021,-459,1.657365437,1,9/8/2021,1,1
X1-ORz29jkw9nw03e_f50js,San Antonio,Texas,Boerne,2986,460300,9/9/2021,470000,464900,470000,10/12/2021,9700,0.96559707,1,9/8/2021,1,1
X1-ORz2afwkpvczui_eijg8,San Diego,California,Carlsbad,960,547400,9/9/2021,535000,539900,535000,10/12/2021,-12400,0.779409063,1,9/8/2021,1,1
X1-ORz2b4tzxxnfju_e4hri,Las Vegas,Nevada,Las Vegas,1970,455497,9/9/2021,445000,454900,445000,10/13/2021,-10497,0.489950629,1,9/8/2021,1,1
X1-ORz29eya3ph75m_gdyqw,Jacksonville,Florida,Jacksonville,1865,278800,9/9/2021,308000,312900,308000,10/13/2021,29200,1.535266016,1,9/8/2021,1,1
X1-ORz0gvqifuyzqy_bnzxr,Minneapolis,Minnesota,Ramsey,1910,261900,9/9/2021,260000,254900,260000,10/14/2021,-1900,1.575145192,1,9/8/2021,1,1
X1-ORz0eq4yijya9m_coiq1,Phoenix,Arizona,Peoria,1981,449064,9/9/2021,452000,459900,452000,10/14/2021,2936,0.997328772,1,9/8/2021,1,1
X1-ORz0gkeunz6vei_c7nwd,Dallas,Texas,Allen,2546,380400,9/9/2021,395000,389900,395000,10/14/2021,14600,1.077574092,1,9/8/2021,1,1
X1-ORz2ci5nt8t3lm_9ocxo,Denver,Colorado,Severance,2318,504626,9/9/2021,500000,516900,500000,10/14/2021,-4626,0.661381024,1,9/8/2021,1,1
X1-ORz0j16l22q7p6_ejy0p,Atlanta,Georgia,Lilburn,1782,220200,9/9/2021,250000,248100,250000,10/14/2021,29800,3.139567034,1,9/8/2021,1,1
X1-ORz29394y7zkvu_g8ch0,Houston,Texas,Conroe,3332,264200,9/9/2021,248200,249200,248200,10/14/2021,-16000,1.516139389,1,9/8/2021,1,1
X1-ORz0jfde64hlkq_ahuvl,Miami,Florida,Pembroke Pines,980,322700,9/9/2021,345000,339900,345000,10/15/2021,22300,1.30049943,1,9/8/2021,1,1
X1-ORz0esgtbua8hm_cwy4v,Phoenix,Arizona,Avondale,1678,371300,9/9/2021,369100,393100,369100,10/15/2021,-2200,1.192735682,1,9/8/2021,1,1
X1-ORz29cjwizyq2i_ets00,Houston,Texas,Katy,2558,361600,9/9/2021,344000,344900,344000,10/15/2021,-17600,1.395197871,1,9/8/2021,1,1
X1-ORz2bcs3f9lunu_i0ymq,Miami,Florida,Port Saint Lucie,1768,300106,9/9/2021,312500,316100,312500,10/15/2021,12394,0.881449268,1,9/8/2021,1,1
X1-ORz0eoet1i829m_gz19z,Houston,Texas,Richmond,2530,293900,9/9/2021,307000,309900,307000,10/15/2021,13100,0.768981411,1,9/8/2021,1,1
X1-ORz27zexdgjr0a_e1omk,Orlando,Florida,Orlando,2698,422100,9/9/2021,447000,448900,447000,10/15/2021,24900,0.551660988,1,9/8/2021,1,1
X1-ORz29fee6slbwa_hvccu,Miami,Florida,Miramar,2032,447700,9/9/2021,475000,468900,475000,10/18/2021,27300,0.46795354,1,9/8/2021,1,1
X1-ORz0dnyhlha9h6_cah1b,Portland,Oregon,Tualatin,2425,694556,9/9/2021,702900,702900,702900,10/19/2021,8344,1.365010946,1,9/8/2021,1,1
X1-ORz0f8k8ql2bga_9y6wz,LA - LA County,California,Granada Hills,1406,821400,9/9/2021,875000,854900,875000,10/19/2021,53600,0.279186619,1,9/8/2021,1,1
X1-ORz0i7ff61du9m_hzk29,Dallas,Texas,McKinney,2736,413800,9/9/2021,419900,419900,419900,10/20/2021,6100,0.757987181,1,9/8/2021,1,1
X1-ORz0gtzhebfw56_gkzl9,Tampa,Florida,Wesley Chapel,2346,340400,9/9/2021,365900,365900,365900,10/20/2021,25500,0.887389116,1,9/8/2021,1,1
X1-ORz27qtdewdugq_df7j0,Riverside,California,Riverside,1317,485200,9/9/2021,496000,479900,496000,10/22/2021,10800,0.837018716,1,9/8/2021,1,1
X1-ORz0igrtxqqmpm_i7zh3,Houston,Texas,Houston,2602,321500,9/9/2021,339900,327900,339900,10/25/2021,18400,0.759886235,1,9/8/2021,1,1
X1-ORz0dgufd31wu2_esdfj,LA - LA County,California,Diamond Bar,912,454319,9/9/2021,465000,454300,465000,10/25/2021,10681,0.555428754,1,9/8/2021,1,1
X1-ORz2ay4anmxgfu_bv0s4,Orlando,Florida,Altamonte Springs,1908,357101,9/9/2021,346500,358900,346500,10/26/2021,-10601,0.967709761,1,9/8/2021,1,1
X1-ORz27fu7i2a8hm_bs7n6,LA - LA County,California,Chatsworth,1420,717200,9/9/2021,760000,734200,760000,10/27/2021,42800,0.585923149,1,9/8/2021,1,1
X1-ORz29tx9dn4sca_aj9g2,Phoenix,Arizona,Goodyear,2756,533500,9/9/2021,510000,524900,510000,10/28/2021,-23500,0.700797048,1,9/8/2021,1,1
X1-ORz0gusr0tl6yi_fq32v,Denver,Colorado,Colorado Springs,2008,423700,9/9/2021,435000,459900,435000,10/28/2021,11300,0.78916269,1,9/8/2021,1,1
X1-ORz0fgdqhbk4my_jbbeb,Dallas,Texas,McKinney,1917,335400,9/9/2021,340000,337900,340000,10/29/2021,4600,1.749601752,1,9/8/2021,1,1
X1-ORz0dpu4dm9z0a_e3371,Las Vegas,Nevada,Henderson,3500,587460,9/9/2021,575000,584900,575000,11/1/2021,-12460,0.456566107,1,9/8/2021,1,1
X1-ORz0dnbosmffqy_ij80v,Tucson,Arizona,Pima County,2710,437021,9/9/2021,425000,437000,425000,11/1/2021,-12021,1.716897212,1,9/8/2021,1,1
X1-ORz287lgpjumbe_dyvhm,Houston,Texas,Pearland,1768,246000,9/9/2021,256100,272800,256100,11/1/2021,10100,1.352199267,1,9/8/2021,1,1
X1-ORz2bbcoo9ydtm_be5yg,Charlotte,North Carolina,Waxhaw,3268,639400,9/9/2021,653500,659900,653500,11/5/2021,14100,0.560033053,1,9/8/2021,1,1
X1-ORz0epmvecs6ey_fkgsz,Austin,Texas,Georgetown,2259,429000,9/9/2021,389300,389900,389300,11/5/2021,-39700,0.655921304,1,9/8/2021,1,1
X1-ORz0ffixly9aii_b9y91,Houston,Texas,Houston,3369,387200,9/9/2021,399900,399900,399900,11/8/2021,12700,1.00212028,1,9/8/2021,1,1
X1-ORz0fca6y4cf3u_eh4vr,Atlanta,Georgia,Duluth,1738,276500,9/9/2021,257925,296900,257925,11/23/2021,-18575,1.125133909,1,9/8/2021,1,1
X1-ORz0eooccvtlyy_a6mbt,Raleigh,North Carolina,Durham,2095,366430,9/9/2021,329000,398900,329000,12/22/2021,-37430,0.928654783,1,9/8/2021,1,1
X1-ORz292qe5ngtbu_cvjke,Dallas,Texas,McKinney,2289,424400,9/10/2021,435000,429900,435000,9/21/2021,10600,0.685740327,1,9/8/2021,2,1
X1-ORz0gxz6tcrrei_e5wbz,Atlanta,Georgia,Peachtree City,1800,414200,9/10/2021,385000,439000,385000,9/27/2021,-29200,1.46855229,1,9/8/2021,2,1
X1-ORz26ayic5svi2_cvjke,San Diego,California,San Diego,1779,769100,9/10/2021,755000,795300,755000,9/27/2021,-14100,0.368100558,1,9/8/2021,2,1
X1-ORz2arocku98xm_gjl0s,Jacksonville,Florida,Jacksonville,1878,323200,9/10/2021,326000,323200,326000,9/29/2021,2800,1.263403234,1,9/8/2021,2,1
X1-ORz297hi45448q_ets00,Tampa,Florida,Tarpon Springs,1248,276300,9/10/2021,240000,284900,240000,9/29/2021,-36300,0.861564808,1,9/8/2021,2,1
X1-ORz0fyf3ji283e_gi6gb,Minneapolis,Minnesota,Saint Paul,2496,475500,9/10/2021,464700,474900,464700,9/29/2021,-10800,0.767733454,1,9/8/2021,2,1
X1-ORz279nkuircsa_d3yz8,Minneapolis,Minnesota,Lindstrom,1531,300200,9/10/2021,292000,299900,292000,9/29/2021,-8200,1.246197626,1,9/8/2021,2,1
X1-ORz28uf54wh856_jl5dm,Tampa,Florida,Dundee,1550,275275,9/10/2021,263681,299000,263681,10/1/2021,-11594,1.686955321,1,9/8/2021,2,1
X1-ORz0gdk3uu3uka_i2d77,Phoenix,Arizona,Scottsdale,1854,536200,9/10/2021,505500,564900,505500,10/1/2021,-30700,0.560725571,1,9/8/2021,2,1
X1-ORz2b82ujtsewq_hehj6,Jacksonville,Florida,Saint Augustine,1888,342834,9/10/2021,358500,384900,358500,10/4/2021,15666,1.178507386,1,9/8/2021,2,1
X1-ORz0fom8uiwz22_hzk29,Atlanta,Georgia,Canton,2913,425700,9/10/2021,388900,449900,388900,10/6/2021,-36800,0.793605956,1,9/8/2021,2,1
X1-ORz2a7fijufla2_h38ze,Sacramento,California,Carmichael,1608,585500,9/10/2021,600900,600900,600900,10/6/2021,15400,0.461621473,1,9/8/2021,2,1
X1-ORz0deiglqhunu_emr5n,Denver,Colorado,Greenwood Village,1304,528004,9/10/2021,482500,499900,482500,10/6/2021,-45504,0.673793444,1,9/8/2021,2,1
X1-ORz0fzl2x6c96i_gkzl9,Dallas,Texas,Frisco,2450,446200,9/10/2021,455000,464900,455000,10/6/2021,8800,0.684089614,1,9/8/2021,2,1
X1-ORz0fpoa5z31x6_avwkb,Miami,Florida,Port Saint Lucie,1497,272500,9/10/2021,300000,276900,300000,10/7/2021,27500,1.395705668,1,9/8/2021,2,1
X1-ORz2a3cqn2snei_chhvo,Atlanta,Georgia,Cumming,2128,357100,9/10/2021,375000,399900,375000,10/7/2021,17900,0.883559097,1,9/8/2021,2,1
X1-ORz0gxwg5t50my_g44rl,Atlanta,Georgia,Canton,2692,465600,9/10/2021,480000,489900,480000,10/8/2021,14400,0.548961812,1,9/8/2021,2,1
X1-ORz0jg4spkt18a_aypp9,Denver,Colorado,Parker,2505,636100,9/10/2021,625000,629900,625000,10/8/2021,-11100,0.448368116,1,9/8/2021,2,1
X1-ORz282ze9wkd4q_flvdg,Houston,Texas,Sugar Land,2833,371800,9/10/2021,381550,383600,381550,10/8/2021,9750,0.952465745,1,9/8/2021,2,1
X1-ORz0ibzqgp2c8q_avwkb,Atlanta,Georgia,Atlanta,1333,343200,9/10/2021,295000,299900,295000,10/8/2021,-48200,1.446569097,1,9/8/2021,2,1
X1-ORz2bc4ys82p2y_bjs8c,Atlanta,Georgia,Alpharetta,2178,305009,9/10/2021,325000,333900,325000,10/8/2021,19991,0.914518189,1,9/8/2021,2,1
X1-ORz2a2hpvl1ldm_adn66,Dallas,Texas,Allen,2210,391400,9/10/2021,389575,399900,389575,10/8/2021,-1825,0.472150006,1,9/8/2021,2,1
X1-ORz2a13udgjnui_ets00,Nashville,Tennessee,Nashville,1276,228600,9/10/2021,215000,230100,215000,10/8/2021,-13600,1.842021617,1,9/8/2021,2,1
X1-ORz29cap1t1i7u_i9e1k,Tampa,Florida,Sarasota,1769,376700,9/10/2021,362173,401900,362173,10/12/2021,-14527,0.710830526,1,9/8/2021,2,1
X1-ORz0f48h8qydmi_aypp9,Atlanta,Georgia,Newnan,4607,391100,9/10/2021,425000,429900,425000,10/12/2021,33900,1.079697582,1,9/8/2021,2,1
X1-ORz0c4kst82bne_d86on,Nashville,Tennessee,Murfreesboro,1584,280119,9/10/2021,285500,280100,285500,10/12/2021,5381,0.899044961,1,9/8/2021,2,1
X1-ORz0h3zsfhwltm_9skn3,Atlanta,Georgia,Tucker,1511,264400,9/10/2021,269900,269900,269900,10/12/2021,5500,1.460242804,1,9/8/2021,2,1
X1-ORz2853cyqoewq_9r62m,Tampa,Florida,Hudson,2047,325900,9/10/2021,329900,340900,329900,10/12/2021,4000,1.381084328,1,9/8/2021,2,1
X1-ORz28ozl6mlg8q_a80wa,Tampa,Florida,Hudson,1817,237400,9/10/2021,255000,262900,255000,10/12/2021,17600,1.653890039,1,9/8/2021,2,1
X1-ORz0gy30xinloa_bfkix,Sacramento,California,Sacramento,2071,494600,9/10/2021,495000,489900,495000,10/12/2021,400,0.43562077,1,9/8/2021,2,1
X1-ORz0fsjfi52bga_hd2yp,Dallas,Texas,McKinney,2111,354300,9/10/2021,360000,364900,360000,10/13/2021,5700,0.918521012,1,9/8/2021,2,1
X1-ORz29ttn5lp5yy_hy5hs,Portland,Oregon,Saint Helens,1180,399200,9/10/2021,355000,349900,355000,10/13/2021,-44200,0.655404418,1,9/8/2021,2,1
X1-ORz29djj136e0q_a80wa,San Diego,California,Escondido,2768,967500,9/10/2021,960000,967900,960000,10/13/2021,-7500,0.356112535,1,9/8/2021,2,1
X1-ORz0epdc2z6mpm_cda69,Phoenix,Arizona,Mesa,988,199500,9/10/2021,205400,209900,205400,10/13/2021,5900,3.324988078,1,9/8/2021,2,1
X1-ORz0il16m7w5mi_ix9pl,Sacramento,California,Winters,1665,547000,9/10/2021,550000,588900,550000,10/14/2021,3000,0.522247471,1,9/8/2021,2,1
X1-ORz2cqhogfdgfu_di0ny,Atlanta,Georgia,Snellville,2094,322074,9/10/2021,296914,331900,296914,10/14/2021,-25160,0.983872049,1,9/8/2021,2,1
X1-ORz2akel58b6uy_9zlhg,Las Vegas,Nevada,Las Vegas,1188,295700,9/10/2021,297000,299900,297000,10/14/2021,1300,2.877660506,1,9/8/2021,2,1
X1-ORz0ig3tq7eliy_fc1e5,LA - LA County,California,Pomona,1774,718600,9/10/2021,740000,724900,740000,10/14/2021,21400,0.45554037,1,9/8/2021,2,1
X1-ORz0dhvp23n81m_i7zh3,Orlando,Florida,Orlando,2856,456975,9/10/2021,467000,466900,467000,10/14/2021,10025,1.052632596,1,9/8/2021,2,1
X1-ORz0jsgulzdl6i_eh4vr,Minneapolis,Minnesota,Coon Rapids,1103,188100,9/10/2021,175400,179900,175400,10/15/2021,-12700,2.021017122,1,9/8/2021,2,1
X1-ORz0fbuuhgt20q_feuj3,Dallas,Texas,Bedford,1216,246100,9/10/2021,239900,239900,239900,10/15/2021,-6200,1.098538923,1,9/8/2021,2,1
X1-ORz0citd29fgqi_hwqxb,Denver,Colorado,Colorado Springs,2260,489022,9/10/2021,473500,479900,473500,10/15/2021,-15522,0.554357054,1,9/8/2021,2,1
X1-ORz29oq5a4lgmy_h624c,Houston,Texas,Sugar Land,1664,238900,9/10/2021,235000,234900,235000,10/15/2021,-3900,1.224328435,1,9/8/2021,2,1
X1-ORz0exn9qzgwhm_a101x,Jacksonville,Florida,Jacksonville,2496,467800,9/10/2021,493900,493900,493900,10/15/2021,26100,0.945656816,1,9/8/2021,2,1
X1-ORz0j1f8syivsq_idlqz,Tampa,Florida,Seminole,1447,320000,9/10/2021,320000,339900,320000,10/15/2021,0,0.730831134,1,9/8/2021,2,1
X1-ORz0g5sl57o0hm_ha9tr,Denver,Colorado,Denver,1460,437000,9/10/2021,454900,454900,454900,10/15/2021,17900,0.860820112,1,9/8/2021,2,1
X1-ORz0fn4fa6b3ay_gck6f,LA - LA County,California,Bellflower,1189,527400,9/10/2021,536000,536900,536000,10/18/2021,8600,0.622175638,1,9/8/2021,2,1
X1-ORz0f47lo95i0q_bl6st,Houston,Texas,Sugar Land,3040,499900,9/10/2021,488900,494900,488900,10/18/2021,-11000,0.976992661,1,9/8/2021,2,1
X1-ORz28rwhns6gze_eze9w,Miami,Florida,Pembroke Pines,1560,376900,9/10/2021,366500,389900,366500,10/18/2021,-10400,0.552348296,1,9/8/2021,2,1
X1-ORz2beuupf8oze_bbcti,Sacramento,California,Folsom,2277,745697,9/10/2021,760000,745900,760000,10/18/2021,14303,0.574184112,1,9/8/2021,2,1
X1-ORz29clrm1sl8a_g5jc2,Atlanta,Georgia,Acworth,1796,273100,9/10/2021,262500,269900,262500,10/20/2021,-10600,1.80598112,1,9/8/2021,2,1
X1-ORz0eve5l8rp16_htxsd,Jacksonville,Florida,Saint Johns,1687,293200,9/10/2021,310200,310200,310200,10/20/2021,17000,1.52827691,1,9/8/2021,2,1
X1-ORz0iiqv1spqpm_hlidj,LA - LA County,California,Whittier,1175,655300,9/10/2021,680000,688300,680000,10/20/2021,24700,0.692621359,1,9/8/2021,2,1
X1-ORz2aatimn5qbe_e1omk,Jacksonville,Florida,Jacksonville,1230,152800,9/10/2021,152100,152900,152100,10/21/2021,-700,2.098939219,1,9/8/2021,2,1
X1-ORz0g7imo764je_d2ker,Riverside,California,Desert Hot Springs,1500,329500,9/10/2021,364000,363900,364000,10/22/2021,34500,1.140166699,1,9/8/2021,2,1
X1-ORz295nqf1y9ve_hy5hs,Riverside,California,Corona,915,392200,9/10/2021,390000,389900,390000,10/22/2021,-2200,1.45622869,1,9/8/2021,2,1
X1-ORz2bsufde4u4a_a80wa,Nashville,Tennessee,Nashville,1488,272686,9/10/2021,288000,298900,288000,10/25/2021,15314,0.963675199,1,9/8/2021,2,1
X1-ORz0ei4zy65zzu_hwqxb,Miami,Florida,Miami,1744,417000,9/10/2021,430000,414000,430000,10/25/2021,13000,0.895219102,1,9/8/2021,2,1
X1-ORz2au9314u35m_cn45k,Houston,Texas,Katy,2453,255900,9/10/2021,267000,269900,267000,10/27/2021,11100,1.938917793,1,9/8/2021,2,1
X1-ORz0h2yesf36nu_gfdbd,Atlanta,Georgia,Powder Springs,1816,248400,9/10/2021,286000,288900,286000,10/27/2021,37600,0.953622044,1,9/8/2021,2,1
X1-ORz2a0krqpckfu_b8jok,Austin,Texas,Leander,1428,412300,9/10/2021,355000,349900,355000,10/27/2021,-57300,0.665998055,1,9/8/2021,2,1
X1-ORz0fcspukeyre_b9y91,Charlotte,North Carolina,Rock Hill,2299,298523,9/10/2021,325000,319900,325000,10/28/2021,26477,1.201834238,1,9/8/2021,2,1
X1-ORz0fa41c1q6be_a6mbt,Phoenix,Arizona,Phoenix,1602,505200,9/10/2021,450000,499900,450000,10/29/2021,-55200,0.674987738,1,9/8/2021,2,1
X1-ORz2a9a9rhmf7e_eo5q4,Dallas,Texas,Plano,2894,431900,9/10/2021,440000,429900,440000,10/29/2021,8100,1.085160788,1,9/8/2021,2,1
X1-ORz0hwmm4sclfe_f3lzb,Jacksonville,Florida,Jacksonville,1530,230900,9/10/2021,225000,229900,225000,11/1/2021,-5900,2.494180189,1,9/8/2021,2,1
X1-ORz25hq76r7dkq_cvjke,Sacramento,California,Sacramento,2889,632700,9/10/2021,650000,639900,650000,11/15/2021,17300,0.283214813,1,9/8/2021,2,1
X1-ORz21pps3mlfga_d3yz8,Miami,Florida,North Lauderdale,1497,322400,9/10/2021,360000,339000,360000,11/24/2021,37600,0.750958395,1,9/8/2021,2,1
